chris-rock,chris-rock,jfirebaugh,deepak1556,arian,robwierzbowski,Daniel-Hug,OliverJAsh,jrf0110,mibamur,Bartvds,rubenv,HeroicEric,Swaagie,Swatinem,cristiandouce
alrra,alrra,ebidel,jfromaniello,mitar,jiyinyiyong,garbas,grncdr,matthewwithanm,phuu,spicyj,Swaagie,briancavalier,toranb,coderhaoxin,rgrp
vojtajina,vojtajina,JacksonTian,oncletom,jgable,hughsk,alicoding,gr2m,hueniverse,just-boris,kevva,feross,Stuk,benjamn,yorkie,petehunt
Eric-Brison,Eric-Brison,real34,GaryJones,brendo,Jako,betweenbrain,mbeall,kurund,dmi3yy,JeroenDeDauw,eguaj,unclecheese,michitux,aequasi,jockri
deepak1556,deepak1556,jfirebaugh,Daniel-Hug,arian,chris-rock,OliverJAsh,Swaagie,Bartvds,jrf0110,robwierzbowski,mibamur,rubenv,lipis,nubs,alexgorbatchev
tansaku,tansaku,matthias-guenther,cldwalker,leereilly,codekitchen,colinta,wvanbergen,nesquena,JustinAiken,jnunemaker,mlandauer,kerrizor,gkellogg,twinge,abotalov
trangvh,trangvh,matthesrieke,nuest,normanmaurer,PaulVI,VineetReynolds,secondsun,pentaho-nbaker,danielpassos,rfellows,danbev,kpiwko,smiklosovic,cowtowncoder,rwinch
epgarcia,epgarcia,KocsisDaniel,csierra,lipusz,jhinkey,mhan810,rotty3000,topolik,blzaugg,shuyangzhou,robertoDiaz,ealonso,natecavanaugh,vilmospapp,laszlocsontos
tfoote,tfoote,Tschanzt,Natim,wolever,dirk-thomas,ninfaj,jgmize,JensTimmerman,stdweird,wjwwood,peterbe,tseaver,davisagli,kennethreitz,gregcaporaso
douglaswth,douglaswth,dieterdemeyer,mlafeldt,mezis,anatol,ghoneycutt,soulcutter,peterberkenbosch,titanous,drnic,fgrehm,solnic,hectcastro,pitr-ch,sue445
mcculls,mcculls,cstamas,MengZhang,AbrarSyed,dscho,andreaturli,marcioendo,dadoonet,pylerSM,RyanTech,ctrueden,vjuranek,jdillon,nacx,jexp
torandu,torandu,dgoodlad,r7kamura,rafecolton,repeatedly,jdurand,jmazzi,timoschilling,soffes,sneal,cwjohnston,bkkrw,kobliha,flyerhzm,cbeer
edgarSilva,edgarSilva,pboling,JangoSteve,cjcolvar,daguar,markrickert,mbklein,zspencer,stewart,clayallsopp,bcoe,deadprogram,ejholmes,Asmod4n,badboy
tas50,tas50,apenney,huoxito,schneems,tmatilai,sodabrew,sax,tenderlove,petems,banyan,zimbatm,bkeepers,iainbeeston,jdutil,prathamesh-sonpatki
KocsisDaniel,KocsisDaniel,epgarcia,csierra,lipusz,jhinkey,mhan810,rotty3000,blzaugg,topolik,shuyangzhou,robertoDiaz,ealonso,natecavanaugh,vilmospapp,jbalsas
jpmckinney,jpmckinney,ivanoats,clayallsopp,rjocoleman,orta,ejholmes,zspencer,tagomoris,kyanny,badboy,ryandub,mbklein,annashipman,igrigorik,eric
Zearin,Zearin,benilovj,forkbot,wilmoore,josh,alexmuller,bcardarella,kud,richo,mojavelinux,jackfranklin,potomak,defunctzombie,MoOx,terinjokes
sergiogonzalez,sergiogonzalez,jonmak08,hhuijser,moltam89,juliocamarero,samuelkong,matethurzo,marclundgren,ipeychev,marcellustavares,JorgeFerrer,laszlocsontos,ealonso,robertoDiaz,shuyangzhou
matthewford,matthewford,mcfiredrill,rosenfeld,tarcieri,teeparham,jhawthorn,bricker,chulkilee,kou,ConradIrwin,Irio,reset,portertech,rmm5t,digitalextremist
stephenplusplus,stephenplusplus,timoxley,rvagg,andreypopp,eddiemonge,dominictarr,RobLoach,stephenmathieson,substack,nschonni,addyosmani,TooTallNate,maxogden,isaacs,mmalecki
akre54,akre54,davglass,ljharb,guybedford,jugglinmike,jrburke,shane-tomlinson,MatthewMueller,vladikoff,lightsofapollo,tomByrer,btford,Pomax,wyuenho,tschaub
dblock,dblock,heathd,markijbema,Shotclog,davidcelis,rosenfeld,raphink,matthewford,bricker,portertech,mcfiredrill,BanzaiMan,tarcieri,ScotterC,ConradIrwin
radar,radar,JuanitoFatas,abenari,docwhat,zenspider,afeld,ohadlevy,alindeman,fnichol,doublerr,justincampbell,vinayvinay,jcoyne,hunner,retr0h
myronmarston,myronmarston,haus,jeremyf,garysweaver,sonots,sawanoboly,atomic-penguin,splattael,adrienthebo,kares,gregmolnar,jlambert121,le0pard,mvidner,stevenharman
schmittjoh,schmittjoh,adrienbrault,shieldo,stloyd,dantleech,Seldaek,WouterJ,uwej711,beberlei,igorw,tristanlins,nicolas-bastien,MorganDawe,Ocramius,romainneutron
leplatrem,leplatrem,ktmud,garbados,stdavis,Bryukh,Constellation,nlf,tofumatt,kizu,bebraw,warner,dracos,KenanY,jlongster,jordanilchev
matthew-andrews,matthew-andrews,KenanY,vvo,neoziro,andris9,iceniumsamples,olalonde,RReverser,sokra,particlebanana,ryanramage,silverbucket,Constellation,raix,freewil
lightsofapollo,lightsofapollo,tomByrer,wyuenho,jrburke,MatthewMueller,vladikoff,davglass,fengmk2,shane-tomlinson,tgriesser,guybedford,domenic,akre54,btford,ljharb
schisamo,schisamo,bf4,GregSutcliffe,simi,ares,mislav,jcoyne,stevendanna,ranjib,zzak,mistydemeo,petergoldstein,amatsuda,retr0h,mnowster
btford,btford,pdehaan,k88hudson,guybedford,tschaub,thlorenz,shane-tomlinson,SBoudrias,Pomax,ljharb,calvinmetcalf,meteormatt,ajoslin,MatthewMueller,vladikoff
bcoe,bcoe,Asmod4n,twinge,adelevie,markrickert,cjcolvar,jordansissel,maurogeorge,daguar,JangoSteve,leereilly,mbklein,adamjacobbecker,JustinAiken,ejholmes
mbostock,mbostock,rpflorence,DamonOehlman,alsotang,jeffharrell,alexmingoia,arv,1602,matthewp,airportyh,bengourley,raymondfeng,Dignifiedquire,patrickarlt,mikolalysenko
cstamas,cstamas,mcculls,MengZhang,andreaturli,AbrarSyed,dadoonet,dscho,vjuranek,ctrueden,ikedam,marcioendo,RyanTech,jdillon,nacx,pylerSM
kytrinyx,kytrinyx,jasnow,joshk,dcarley,bfontaine,gjtorikian,raphink,zuazo,tlvince,stevenharman,PikachuEXE,masarakki,philandstuff,splattael,phoet
pypingou,pypingou,acatton,iElectric,gthb,keul,ametaireau,Osmose,yakky,esoergel,pydanny,lmacken,alimony,do3cc,mauritsvanrees,m8ttyB
Floppy,Floppy,pezholio,steveklabnik,alext,vuntz,vipulnsward,tboerger,VictorLowther,mapleoin,arthurnn,parndt,sanemat,kirs,waynepallen,dirkmueller
bakura10,bakura10,ajstanley,umpirsky,mickaelandrieu,staabm,jmikola,romainneutron,taylorotwell,henrikbjorn,dominikzogg,willdurand,rande,hason,guilhermeblanco,thewilkybarkid
simong,simong,Mithgol,skeggse,LaurentGoderre,sipayRT,asciidisco,aenario,aldafu,ben-ng,simonwex,HenrikJoreteg,vanetix,freewil,caolan,yhahn
natecavanaugh,natecavanaugh,jbalsas,vilmospapp,blzaugg,brianchandotcom,mdelapenya,mhan810,jhinkey,lipusz,Robert-Frampton,KocsisDaniel,epgarcia,csierra,rotty3000,topolik
darrencauthon,darrencauthon,flyerhzm,timoschilling,igalic,jcasimir,r7kamura,jdurand,srt32,jmazzi,torandu,eric,sneal,rafecolton,jamtur01,blkperl
mojavelinux,mojavelinux,josh,benilovj,jackfranklin,springmeyer,richo,Zearin,alexmuller,jasonkarns,wilmoore,brixen,janl,jabley,pikesley,ixti
fatbusinessman,fatbusinessman,JordanHatch,arkadykanevsky,cdearborn,cloudedge,jamiecobbett,parkr,amatsuda,zzak,iHiD,bradleywright,vinayvinay,dpaterson,zenspider,afeld
brendo,brendo,Jako,dmi3yy,unclecheese,real34,mbeall,GaryJones,amcgowanca,michitux,Eric-Brison,Klap-in,kurund,juriansluiman,joehoyle,pippinsplugins
saulshanabrook,saulshanabrook,dongweiming,msabramo,streeter,robyoung,kylef,tychoish,s0undt3ch,rcbjenkins,sergeylevchenko,fabiokr,fukayatsu,ahmadia,sheerun,coderanger
juliangruber,juliangruber,passy,paulmillr,Raynos,substack,addyosmani,shama,stefanpenner,nschonni,jonathanong,visionmedia,stephenplusplus,sindresorhus,timoxley,rvagg
thlorenz,thlorenz,k88hudson,SBoudrias,pdehaan,meteormatt,tschaub,btford,ajoslin,caitp,guille,Pomax,mzgol,calvinmetcalf,guybedford,ljharb
petebacondarwin,petebacondarwin,ProLoser,azakus,balupton,benjamn,Stuk,oncletom,kevva,JacksonTian,Krinkle,paulirish,petehunt,vojtajina,feross,necolas
clefebvre,clefebvre,reedstrm,guillermo-carrasco,alfredodeza,smn,titoBouzout,metaodi,abztrakt,akaptur,nonZero,taldcroft,SimonSapin,Fantomas42,shopgirl284,pwaller
rfellows,rfellows,pentaho-nbaker,jexp,PaulVI,matthesrieke,dadoonet,MengZhang,marcioendo,ansell,AbrarSyed,mcculls,dscho,cstamas,andreaturli,RyanTech
kirs,kirs,domcleal,charliesome,grosser,rafaelfranca,tboerger,sanemat,arthurnn,wfarr,alext,vipulnsward,btm,VictorLowther,juliandunn,miry
fengmk2,fengmk2,wyuenho,lightsofapollo,tgriesser,domenic,tomByrer,jrburke,MatthewMueller,vladikoff,davglass,yields,tmcw,ericf,shane-tomlinson,akre54
jzaefferer,jzaefferer,matthewp,jeffharrell,samccone,alexmingoia,patrickarlt,nfroidure,mikolalysenko,jprichardson,Swatinem,mbostock,DamonOehlman,narqo,rpflorence,Dignifiedquire
smn,smn,guillermo-carrasco,nonZero,reedstrm,metaodi,alfredodeza,clefebvre,titoBouzout,SimonSapin,crccheck,akaptur,edsu,nemesisdesign,taldcroft,pysailor
pombredanne,pombredanne,minrk,boegel,ivanov,cesine,jone,jezdez,takluyver,maethu,alex,yarikoptic,asmeurer,bitdeli-chef,saschpe,dstufft
Pomax,Pomax,tschaub,pdehaan,btford,k88hudson,calvinmetcalf,ljharb,thlorenz,guybedford,SBoudrias,jugglinmike,meteormatt,caitp,ajoslin,shane-tomlinson
jeffharrell,jeffharrell,patrickarlt,mbostock,mikolalysenko,alexmingoia,matthewp,jprichardson,rpflorence,DamonOehlman,jzaefferer,alsotang,narqo,airportyh,arv,1602
bruth,bruth,mjallday,esoergel,mrshu,kumar303,mjumbewu,cvan,stefanw,gthb,vangheem,lonnen,mgaitan,alimony,pypingou,brutasse
hampelm,hampelm,faceleg,prashtx,abrkn,FokkeZB,esteinborn,zeke,bahamas10,appleboy,bendiy,bebraw,thoop,calvinfo,gobengo,sethvincent
apenney,apenney,huoxito,sodabrew,jdutil,tas50,iainbeeston,tmatilai,schneems,banyan,zimbatm,sax,tenderlove,petems,hunner,skottler
hunner,hunner,jdutil,justincampbell,iainbeeston,ohadlevy,apenney,sodabrew,zimbatm,huoxito,tmatilai,schneems,banyan,skottler,tas50,afeld
ConradIrwin,ConradIrwin,chulkilee,kou,tarcieri,rosenfeld,digitalextremist,rmm5t,jhawthorn,matthewford,johnbellone,ScotterC,johnnyshields,mcfiredrill,guilleiguaran,iNecas
dead-horse,dead-horse,aadsm,sidorares,francoisfrisch,mafintosh,doowb,remy,anthonyshort,alanshaw,chrisdickinson,cadecairos,rschmukler,caridy,dandv,hariadi
jglick,jglick,Vexatos,Jaiglissechef-i9100,MightyBear007,dgolovin,darranl,MBQ-,ctomc,maxandersen,matzew,abstractj,snjeza,nickboldt,rafabene,stuartwdouglas
myint,myint,rgrp,cvan,mjumbewu,rfk,kizu,aheckmann,matthewwithanm,tofumatt,groovecoder,bruth,mitar,roc,ebidel,mjallday
philsturgeon,philsturgeon,alexandresalome,josegonzalez,till,njam,shouze,marcqualie,rande,mickaelandrieu,hkdobrev,Maks3w,willdurand,jprice,harikt,taylorotwell
substack,substack,addyosmani,Raynos,nschonni,stephenplusplus,stefanpenner,timoxley,paulmillr,rvagg,juliangruber,shama,passy,RobLoach,andreypopp,eddiemonge
dieterdemeyer,dieterdemeyer,douglaswth,mlafeldt,mezis,anatol,ghoneycutt,soulcutter,peterberkenbosch,titanous,drnic,fgrehm,solnic,hectcastro,pitr-ch,sue445
sax,sax,petems,bkeepers,tenderlove,prathamesh-sonpatki,tas50,huoxito,banyan,tmatilai,apenney,sodabrew,schneems,Peeja,iainbeeston,jdutil
Bladrak,Bladrak,eko,wilsonge,stefk,nyeholt,rdohms,schmunk42,docteurklein,wilr,cableman,burzum,ahilles107,Hywan,splitbrain,denis-sokolov
dandv,dandv,jaredhanson,desandro,chrisdickinson,doowb,alanshaw,gustavohenke,robinboehm,mikaelkaron,cadecairos,anthonyshort,caridy,papandreou,IgorMinar,aadsm
tbranyen,tbranyen,Munter,narqo,quarterto,dfilatov,jprichardson,jsilvestre,vanetix,mikolalysenko,archananaik,ben-ng,aldafu,patrickarlt,LaurentGoderre,skeggse
dbu,dbu,Ocramius,igorw,lsmith77,WouterJ,Seldaek,qadan,daniel-dgi,stof,jordandukart,lyrixx,fabpot,willtp87,adam-vessey,schmittjoh
Ivoz,Ivoz,moorepants,scopatz,nijel,lonnen,chapmanb,stephenmcd,chadlung,do3cc,mahmoudimus,reaperhulk,jbrooksuk,jean,zyegfryed,Osmose
isaacs,isaacs,TooTallNate,maxogden,stephenmathieson,dominictarr,ianstormtaylor,ericf,yields,tmcw,eddiemonge,domenic,andreypopp,Nami-Doc,thomasboyt,mmalecki
ivanoats,ivanoats,ejholmes,tagomoris,badboy,orta,kyanny,igrigorik,mbklein,jpmckinney,clayallsopp,maurogeorge,ryandub,jordansissel,markrickert,sneal
maethu,maethu,jone,takluyver,asmeurer,ivanov,yarikoptic,jezdez,cesine,mrocklin,dstufft,ralphbean,pelson,alex,czue,keflavich
cweiske,cweiske,wagnert,koriym,rjmackay,emanwebdev,cfoellmann,paales,bezumkin,takeit,lolautruche,willmot,tonydspaniard,jpdevries,saltybeagle,clue
addyosmani,addyosmani,substack,nschonni,Raynos,stefanpenner,stephenplusplus,paulmillr,shama,rvagg,timoxley,juliangruber,passy,RobLoach,andreypopp,eddiemonge
coderanger,coderanger,rackerjoe,deiga,lamont-granquist,rajinir,jsuchome,patcon,Axam,meatballhat,skottler,zimbatm,schneems,lzap,sergeylevchenko,dpaterson
verdet23,verdet23,diglin,chirimoya,gregorybesson,mfairchild365,rmccue,jpdevries,mhor,joshbetz,bezumkin,gsaunier,jdalsem,bueltge,paales,cweiske
jaredhanson,jaredhanson,dandv,desandro,gustavohenke,doowb,chrisdickinson,alanshaw,mikaelkaron,robinboehm,cadecairos,anthonyshort,IgorMinar,caridy,papandreou,francoisfrisch
jezdez,jezdez,alex,yarikoptic,jone,maethu,takluyver,asmeurer,ivanov,dstufft,cesine,rgbkrk,ralphbean,mrocklin,czue,pelson
colinta,colinta,codekitchen,kerrizor,jnunemaker,tansaku,leereilly,wvanbergen,abotalov,JustinAiken,gabebw,pat,bflad,matthias-guenther,nesquena,cldwalker
mikaelkaron,mikaelkaron,gustavohenke,desandro,IgorMinar,robinboehm,jaredhanson,doowb,dandv,chrisdickinson,alanshaw,JohnMcLear,francoisfrisch,hariadi,Rich-Harris,gaye
josegonzalez,josegonzalez,bobthecow,njam,philsturgeon,marcqualie,brixen,sheerun,gjtorikian,jasonkarns,heathd,davidcelis,Shotclog,dblock,philandstuff,BanzaiMan
mbj,mbj,ehelms,jcoglan,sue445,jdan,blackjid,komidore64,jamtur01,hectcastro,fgrehm,paulczar,futhr,titanous,JeanMertz,jhoblitt
robyoung,robyoung,ahmadia,gvwilson,dongweiming,tychoish,mattrobenolt,streeter,saulshanabrook,msabramo,alexmuller,rgbkrk,nickstenning,wking,phalcon,gianpaj
Osmose,Osmose,lmacken,m8ttyB,pydanny,lukasgraf,keul,miracle2k,do3cc,pypingou,acatton,yakky,iElectric,sharoonthomas,glogiotatidis,selwin
czue,czue,dannyroberts,ralphbean,mrocklin,kmike,willkg,keflavich,pelson,jakevdp,arokem,kevinburke,dstufft,astrofrog,ipa-fmw,snopoke
pborreli,pborreli,cordoval,nigelgbanks,adam-vessey,stof,jordandukart,fabpot,lsmith77,qadan,lyrixx,daniel-dgi,dbu,Ocramius,willtp87,igorw
jordandukart,jordandukart,stof,adam-vessey,lsmith77,qadan,fabpot,nigelgbanks,daniel-dgi,dbu,Ocramius,igorw,lyrixx,willtp87,Seldaek,WouterJ
bradleywright,bradleywright,jamiecobbett,fatbusinessman,cdearborn,arkadykanevsky,JordanHatch,cloudedge,parkr,westonplatter,amatsuda,mnowster,henrikhodne,zzak,rhafer,iHiD
Hywan,Hywan,denis-sokolov,danielbachhuber,jeremeamia,cedricziel,ruudk,nyeholt,eko,burzum,Bladrak,spiffyjr,rdohms,baldurrensch,docteurklein,splitbrain
guille,guille,caitp,meteormatt,ajoslin,mzgol,SBoudrias,bajtos,thlorenz,mgcrea,robertkowalski,k88hudson,pdehaan,tschaub,necolas,philfreo
olalonde,olalonde,andris9,vvo,freewil,iceniumsamples,KenanY,simonwex,yhahn,matthew-andrews,asciidisco,caolan,sipayRT,aenario,RReverser,sokra
fnichol,fnichol,docwhat,alindeman,abenari,JuanitoFatas,jcoyne,ohadlevy,afeld,retr0h,justincampbell,mislav,zenspider,hunner,ranjib,doublerr
JeroenDeDauw,JeroenDeDauw,DavidMikeSimon,eguaj,Eric-Brison,Remo,clue,real34,GaryJones,lolautruche,saltybeagle,kurund,brendo,aequasi,takeit,Jako
arv,arv,1602,bengourley,raymondfeng,alsotang,airportyh,rpflorence,DamonOehlman,phated,Dignifiedquire,mbostock,tadatuta,jamielinux,matthewp,alexmingoia
cgohlke,cgohlke,ipa-fxm,matthew-brett,tseaver,ipa-nhg,gregcaporaso,toastdriven,niwibe,wjwwood,sander1,pmclanahan,esc,elioschmutz,wolever,stephendonner
alexmingoia,alexmingoia,matthewp,jeffharrell,mbostock,patrickarlt,DamonOehlman,Swatinem,rpflorence,nfroidure,mikolalysenko,jzaefferer,jprichardson,alsotang,Dignifiedquire,1602
jirwin,jirwin,marcoscaceres,manuq,mjhea0,LeaVerou,sethvincent,thoop,bendiy,searls,rexxars,juanluisrp,zeke,lbjay,gobengo,esteinborn
NamelessCoder,NamelessCoder,mvrhov,h4cc,gnugat,nickvergessen,dunglas,egeloen,weierophinney,mnapoli,franzliedke,BenoitLeveque,garak,ruebot,chillu,taylorotwell
eviltrout,eviltrout,joefiorini,xtian,cavneb,MoOx,locks,potomak,terinjokes,PascalPrecht,gdi2290,3rd-Eden,defunctzombie,Krinkle,glebm,XhmikosR
josh,josh,benilovj,jackfranklin,wilmoore,richo,springmeyer,mojavelinux,Zearin,alexmuller,jasonkarns,bcardarella,pikesley,ugisozols,jabley,janl
mbabker,mbabker,guilhermeblanco,hason,EmmanuelVella,thewilkybarkid,nicolas-bastien,henrikbjorn,drak,staabm,romainneutron,chillu,willdurand,beberlei,backbone87,uwej711
tboerger,tboerger,VictorLowther,alext,arthurnn,sanemat,vipulnsward,kirs,domcleal,rafaelfranca,grosser,btm,charliesome,wfarr,dirkmueller,mapleoin
pikesley,pikesley,ugisozols,SamSaffron,richo,krainboltgreene,springmeyer,jackfranklin,henrikhodne,jabley,westonplatter,frodsan,rkh,mpapis,Axam,michaelklishin
lzap,lzap,meatballhat,rajinir,skottler,zenspider,dpaterson,Axam,afeld,vinayvinay,justincampbell,iHiD,zimbatm,ohadlevy,sodabrew,iainbeeston
GrahamCampbell,GrahamCampbell,discordier,nickvergessen,franzliedke,weierophinney,NamelessCoder,h4cc,dominikzogg,backbone87,ruebot,egeloen,aschempp,dunglas,mvrhov,BenoitLeveque
jonmak08,jonmak08,hhuijser,moltam89,samuelkong,sergiogonzalez,matethurzo,marclundgren,ipeychev,marcellustavares,JorgeFerrer,laszlocsontos,ealonso,robertoDiaz,shuyangzhou,topolik
samuelkong,samuelkong,moltam89,hhuijser,jonmak08,matethurzo,marclundgren,ipeychev,marcellustavares,JorgeFerrer,laszlocsontos,ealonso,sergiogonzalez,robertoDiaz,shuyangzhou,topolik
appleboy,appleboy,FokkeZB,esteinborn,bendiy,gobengo,GianlucaGuarini,prashtx,maximeprades,vesln,MauriceButler,lynnaloo,cbotsikas,calvinfo,nlf,LeaVerou
Jako,Jako,michitux,dmi3yy,brendo,unclecheese,kurund,Klap-in,joehoyle,mattheu,pippinsplugins,jockri,eileenmcnaughton,amcgowanca,aequasi,GaryJones
tychoish,tychoish,gianpaj,s0undt3ch,domoritz,nickstenning,robyoung,kylef,streeter,nirvdrum,cloudnull,philandstuff,smith,dcarley,saulshanabrook,openstack-gerrit
mgedmin,mgedmin,aaugustin,khink,ionelmc,avelino,yakky,abubeck,zyegfryed,reinout,stephendonner,kanzure,fcurella,selwin,sander1,esc
westonplatter,westonplatter,henrikhodne,krainboltgreene,bradleywright,SamSaffron,iHiD,fatbusinessman,ugisozols,vinayvinay,dpaterson,JordanHatch,cloudedge,jamiecobbett,parkr,Axam
openstack-gerrit,openstack-gerrit,s0undt3ch,mattupstate,nickstenning,cloudnull,treeder,tombooth,domoritz,streeter,djmitche,tychoish,gianpaj,stephenmcd,smith,andrewgross
nigelgbanks,nigelgbanks,adam-vessey,jordandukart,stof,qadan,lsmith77,fabpot,daniel-dgi,cordoval,lyrixx,willtp87,dbu,Ocramius,igorw,WouterJ
denis-sokolov,denis-sokolov,Hywan,danielbachhuber,jeremeamia,cedricziel,ruudk,nyeholt,eko,Bladrak,burzum,rdohms,spiffyjr,baldurrensch,docteurklein,splitbrain
JensTimmerman,JensTimmerman,stdweird,dirk-thomas,jgmize,kennethreitz,tfoote,Tschanzt,ninfaj,Natim,wolever,nouiz,tseaver,wjwwood,matthew-brett,gregcaporaso
eguaj,eguaj,lolautruche,clue,saltybeagle,takeit,aequasi,cfoellmann,tonydspaniard,kurund,paales,JeroenDeDauw,wagnert,rjmackay,Eric-Brison,cweiske
tarelli,tarelli,nathanlws,pconrad,psgs,fredericBregier,heuermh,codjo,DrkMatr1984,andylyall,tterrag1098,Lucariatias,johnjohndoe,joschi,SAC-CS,nicolas-f
abstractj,abstractj,matzew,sgilda,jglick,rafabene,Vexatos,Jaiglissechef-i9100,maxandersen,dgolovin,darranl,MightyBear007,ctomc,MBQ-,snjeza,nickboldt
dfilatov,dfilatov,archananaik,Munter,HenrikJoreteg,jsilvestre,tbranyen,vanetix,Mithgol,ben-ng,aldafu,narqo,quarterto,skeggse,LaurentGoderre,jprichardson
passy,passy,juliangruber,paulmillr,Raynos,addyosmani,substack,shama,stefanpenner,nschonni,jonathanong,visionmedia,sindresorhus,stephenplusplus,rvagg,timoxley
rjmackay,rjmackay,cweiske,wagnert,cfoellmann,clue,lolautruche,aequasi,takeit,paales,saltybeagle,koriym,tonydspaniard,emanwebdev,eguaj,willmot
rcbjenkins,rcbjenkins,vincentbernat,iNecas,spheromak,rmm5t,tarcieri,guilleiguaran,sergeylevchenko,ConradIrwin,fabiokr,jhawthorn,chulkilee,kou,maxlinc,digitalextremist
hueniverse,hueniverse,vojtajina,JacksonTian,oncletom,alicoding,jgable,Stuk,benjamn,hughsk,yorkie,just-boris,kevva,gr2m,mikeal,ProLoser
bitdeli-chef,bitdeli-chef,ForbesLindesay,sindresorhus,visionmedia,pborreli,jonathanong,jvazquez-r7,zenorocha,pombredanne,todb-r7,passy,sethvargo,paulmillr,juliangruber,shama
huoxito,huoxito,apenney,tmatilai,banyan,tas50,jdutil,iainbeeston,sodabrew,sax,tenderlove,petems,schneems,bkeepers,zimbatm,hunner
